,Planet Name,Full Phase Curve Noise Estimate 1.95-2.6um,Full Phase Curve Noise Estimate 2.6-3.25um,Full Phase Curve Noise Estimate 3.25-3.9um
630,CoRoT-36b,2.522371799826236e-05,3.4802836780964164e-05,4.54421922936903e-05
631,HATS-61b,1.699835570179867e-05,2.309467512188809e-05,2.9879111463707716e-05
632,TOI-3362b,4.935693556737689e-06,6.795518408271225e-06,8.86159251379064e-06
633,TOI-2134b,1.4747786890698098e-06,1.965709821756385e-06,2.514479566457445e-06
634,HD3167c,1.3020601932867195e-06,1.7613732432777142e-06,2.272942129629942e-06
635,HD3167b,6.3473414738536315e-06,8.58856273524308e-06,1.1084643677906783e-05
636,TOI-2046b,1.957489895569255e-05,2.686181400546974e-05,3.495965511840843e-05
637,TOI-954b,7.1761937226951895e-06,9.775397905891186e-06,1.266674049236837e-05
638,TOI-181b,7.884279253600603e-06,1.060642528082346e-05,1.3641902128778337e-05
639,TOI-1811b,1.157592559210584e-05,1.5497019120873526e-05,1.9874738051988706e-05
640,TOI-2145b,2.7041057195708623e-06,3.707348827927871e-06,4.822357333137112e-06
641,TOI-2152Ab,1.0047564947201075e-05,1.3848531667916564e-05,1.807059002742979e-05
642,TOI-1246b,1.1700397870316803e-05,1.5788578922035444e-05,2.034419943233695e-05
643,HD15906c,1.7761601807498486e-06,2.3773134904573018e-06,3.0485093031463754e-06
644,TOI-2497b,3.4226607696306395e-06,4.75082529141278e-06,6.225392321761749e-06
645,TOI-2445b,4.049844757003325e-05,5.166221499553948e-05,6.439449841174413e-05
646,TOI-1422b,4.7864429541645524e-06,6.5325422450624504e-06,8.474333750023493e-06
647,TOI-2154b,1.1379161917018724e-05,1.562089439740335e-05,2.033447188772779e-05
648,HAT-P-60b,5.015781560136297e-06,6.879700841335196e-06,8.951160217509776e-06
649,TOI-1386b,3.2925100608215287e-06,4.490569954521961e-06,5.823034886400464e-06
650,K2-39b,4.788866377234005e-06,6.427162145129388e-06,8.255064669841312e-06
651,Kepler-444e,2.2350668322496883e-06,3.009886288648056e-06,3.873684167274158e-06
652,Kepler-102e,4.819289122427669e-06,6.470603338746817e-06,8.312847740132253e-06
653,TOI-615b,9.327303940443532e-06,1.2885382014196344e-05,1.6836880636525023e-05
654,K2-24c,2.5189515844613573e-06,3.4330054693563343e-06,4.449716695514366e-06
655,Wolf503b,3.627831695337316e-06,4.851156457547727e-06,6.217358020414352e-06
656,K2-79b,6.944638288626392e-06,9.489544228062743e-06,1.23191796181675e-05
657,K2-99b,4.277736693107113e-06,5.8504689159364535e-06,7.598952690011438e-06
658,K2-32d,4.07638900191754e-06,5.5128885540371635e-06,7.1129036999406065e-06
659,TOI-942b,1.0565758842982058e-05,1.420647757593998e-05,1.826674393699466e-05
660,HD221416b,1.1072940579870025e-06,1.4921513017835323e-06,1.921140332026097e-06
661,K2-32b,7.548475254163608e-06,1.0208521024253594e-05,1.3171357674401003e-05
662,K2-129b,5.005903660024523e-06,6.424690723529687e-06,8.03678736435552e-06
663,TOI-2136b,6.694710163004795e-06,8.557095264918376e-06,1.0678479266069947e-05
664,HD15337c,1.6525705909985562e-06,2.2291401294272283e-06,2.87168664599294e-06
665,WASP-187b,6.014936378864496e-06,8.243691300582165e-06,1.0720841426159573e-05
666,TOI-4406b,4.046782780587374e-06,5.55109652375197e-06,7.222892586768e-06
667,TOI-2338b,7.495580815175822e-06,1.019014936775819e-05,1.3188546864948683e-05
668,K2-353b,8.048429376299293e-06,1.0961570667674008e-05,1.4202227826490924e-05
669,TOI-1411b,5.537173480775311e-06,7.318971715512098e-06,9.316050871647332e-06
670,NGTS-13b,1.9251088939817343e-05,2.6265972781780083e-05,3.406738784835362e-05
671,K2-280b,8.148921565696141e-06,1.106392487679811e-05,1.4308342109358692e-05
672,HD93963Ac,4.53566187218382e-06,6.202969478369902e-06,8.056607448598343e-06
673,HATS-37Ab,1.3920822866611388e-05,1.8844862863736622e-05,2.4328345937333373e-05
674,K2-33b,1.0120663063744215e-05,1.3036434459378237e-05,1.6342604648072873e-05
675,TOI-251b,5.710168141509066e-06,7.797125381002076e-06,1.0117809250226993e-05
676,TOI-1268b,5.091693578592692e-06,6.889550516308978e-06,8.891850118396126e-06
677,K2-139b,4.15295133906202e-06,5.6233021140119345e-06,7.260628628046132e-06
678,Gaia-1b,2.5194012641706824e-05,3.418944146072025e-05,4.4202290223471796e-05
679,HATS-12b,1.883482120334579e-05,2.589527297504585e-05,3.373982192174103e-05
680,K2-52b,2.284406425553845e-05,3.1648688703871804e-05,4.142489696414536e-05
681,K2-406b,2.168279119285566e-06,2.956871502791815e-06,3.833949888113859e-06
682,K2-24b,3.5666825204269234e-06,4.860927330090612e-06,6.300528702752607e-06
683,K2-32c,5.03325861588476e-06,6.806954341199386e-06,8.78254843069289e-06
684,TOI-1601b,7.092564577842577e-06,9.69462421224584e-06,1.2587686501622754e-05
685,WASP-185b,6.780114436967824e-06,9.261373446722182e-06,1.2020380772672702e-05
686,K2-287b,4.4767224988635475e-06,6.0968022317652315e-06,7.899035680456208e-06
687,Kepler-470b,2.475276955914493e-06,3.3500587342990284e-06,4.324271999230607e-06
688,K2-289b,8.82777681883739e-06,1.1991271740262632e-05,1.5511971146277746e-05
689,HATS-9b,3.4555990050453204e-05,4.6811662452659056e-05,6.045793261227414e-05
690,WASP-163b,2.2950276403087984e-05,3.115996785322182e-05,4.029740667305984e-05
691,TOI-540b,1.188645136920633e-05,1.5070685415137456e-05,1.8717296003955847e-05
692,TOI-1693b,8.54579890764714e-06,1.0987834045167681e-05,1.3759676145211567e-05
693,NGTS-8b,3.307970612411846e-05,4.4712558767343045e-05,5.767098840416964e-05
694,K2-405b,1.752924815664233e-05,2.35489499658133e-05,3.026374127424772e-05
695,TOI-532b,2.31269696873295e-05,3.0242924114807144e-05,3.825205635305755e-05
696,GJ3929b,5.804751435817859e-06,7.423533875377118e-06,9.266823290487317e-06
